"obs";"bio1";"bio2";"bio3";"bio4";"bio5";"bio6";"bio7";"bio8";"bio9";"bio10";"bio11";"bio12";"bio13";"bio14";"bio15";"bio16";"bio17";"bio18";"bio19"
0;-53;97;19;14124;193;-313;506;111;-226;120;-242;463;68;15;48;194;51;187;55
0;163;130;36;8010;339;-20;359;206;56;263;56;1207;161;58;27;391;212;271;212
0;45;120;25;12273;271;-207;478;193;-124;193;-124;667;109;15;54;288;57;288;57
0;86;122;28;10949;296;-138;434;200;-65;219;-65;833;126;20;50;335;73;335;73
0;9;113;24;11673;224;-234;458;138;-76;150;-152;985;120;51;28;345;162;327;189
0;70;200;52;6676;266;-114;380;153;98;158;-13;450;90;13;65;228;46;192;82
0;19;86;29;7554;177;-118;295;74;8;118;-72;776;108;34;33;286;125;187;193
0;-65;94;18;15104;195;-325;520;103;-174;122;-263;304;45;14;39;118;46;117;53
0;161;127;34;8342;340;-28;368;205;49;265;49;1076;147;45;32;365;165;251;165
0;16;119;25;12362;247;-228;475;164;-52;164;-152;359;63;13;58;171;47;171;47
0;150;146;36;8846;349;-52;401;198;33;262;33;639;109;14;52;255;57;208;57
0;-39;100;23;11590;185;-234;419;92;-41;113;-180;506;88;19;55;234;65;228;79
0;98;141;33;9294;329;-86;415;91;213;220;-21;414;49;18;23;133;72;74;103
0;95;126;48;4673;253;-5;258;45;157;159;42;1390;248;9;74;706;57;71;644
0;176;190;48;7518;374;-14;388;261;174;272;80;201;47;4;86;124;17;99;25
0;-1;125;25;12551;237;-261;498;150;-158;150;-173;786;89;42;25;260;139;260;140
0;74;114;25;11445;287;-154;441;213;-82;213;-82;756;109;18;51;313;63;313;63
0;-51;95;19;13793;189;-308;497;111;-222;118;-235;462;70;14;50;199;50;190;55
0;-130;78;16;14656;125;-358;483;50;-305;59;-305;224;39;8;55;102;28;93;28
0;180;138;38;7694;352;-3;355;223;77;276;77;667;87;29;36;225;98;186;98
0;-96;89;17;14822;164;-351;515;86;-280;88;-284;342;52;10;50;146;35;133;38
0;41;132;36;7787;253;-113;366;-50;137;143;-56;762;96;35;32;284;121;140;257
0;-63;97;20;13543;191;-283;474;119;-159;119;-220;322;48;14;44;132;44;132;54
0;134;125;34;8522;311;-51;362;133;195;239;18;1250;125;76;13;358;262;302;306
0;-25;113;21;14345;224;-301;525;148;-115;148;-219;365;59;14;44;150;48;150;56
0;59;146;37;8329;275;-115;390;-31;168;168;-46;636;70;31;26;203;100;100;200
0;-40;108;20;14738;214;-310;524;123;-143;140;-235;315;44;16;35;119;48;118;56
0;-95;89;16;15382;170;-358;528;87;-282;99;-290;276;45;10;50;122;32;117;35
0;3;121;23;13377;246;-270;516;163;-85;163;-182;522;75;20;43;210;69;210;77
0;-102;89;17;15012;162;-358;520;83;-288;85;-292;331;51;10;51;143;34;130;36
0;-124;88;16;15756;152;-381;533;72;-317;77;-317;219;38;5;63;109;18;96;18
0;-29;103;22;12222;190;-274;464;110;-120;122;-196;923;130;41;37;352;140;349;149
0;21;134;30;10318;244;-197;441;127;-36;149;-115;402;70;17;43;164;59;159;71
0;-129;79;15;15331;137;-372;509;61;-314;68;-314;192;35;6;60;94;18;86;18
0;-69;120;26;11847;157;-295;452;80;-135;80;-221;525;94;25;49;234;77;234;83
0;62;156;36;9255;299;-133;432;108;173;181;-59;264;34;14;24;88;49;62;68
0;161;180;50;6207;340;-13;353;228;157;238;80;320;80;4;100;215;18;180;33
0;-81;83;16;14621;173;-316;489;88;-252;105;-264;249;41;9;51;108;30;104;32
0;99;112;27;10300;296;-107;403;225;-42;225;-42;913;110;33;34;315;119;315;119
0;201;185;52;6565;377;24;353;284;224;284;120;344;84;4;87;198;17;170;76
0;131;113;33;8249;301;-39;340;235;22;235;22;1049;109;73;11;300;233;300;233
0;-13;113;26;10674;195;-234;429;105;-8;117;-156;441;51;16;29;147;69;128;105
0;38;113;25;11222;252;-194;446;174;-101;174;-116;895;91;55;17;268;173;268;187
0;187;140;41;7063;350;10;340;227;92;274;92;740;109;34;36;255;120;185;120
0;193;121;40;6450;334;36;298;118;154;271;105;1536;162;106;12;424;346;387;419
0;-62;80;18;11833;143;-279;422;77;-171;79;-218;473;66;22;36;177;70;170;76
0;-32;113;20;15307;234;-306;540;153;-122;153;-235;349;54;17;40;143;52;143;55
0;-116;58;15;11092;73;-300;373;19;-257;23;-257;454;66;17;44;182;58;159;58
0;-26;106;20;14725;222;-308;530;152;-122;152;-227;350;55;14;43;143;49;143;53
0;-36;102;21;12304;183;-281;464;104;-128;116;-204;955;132;44;36;362;149;354;157
0;205;173;47;7355;392;25;367;296;238;301;114;348;57;8;49;142;29;116;94
0;44;123;33;8281;234;-132;366;147;1;147;-67;447;56;19;29;154;67;154;110
0;-51;100;18;14884;201;-329;530;130;-231;130;-251;369;56;15;44;152;52;152;56
0;-122;55;14;11120;72;-297;369;-24;-259;21;-259;297;42;8;48;121;27;91;27
0;-43;96;19;13865;197;-303;500;117;-213;127;-230;524;79;17;49;223;60;215;64
0;160;145;43;6771;349;16;333;90;248;248;78;627;120;1;83;329;8;8;318
0;-53;96;18;14776;201;-326;527;116;-231;130;-249;436;71;14;50;187;50;182;56
0;-51;120;23;14582;217;-303;520;133;-135;133;-235;351;67;12;64;175;37;175;47
0;71;50;28;4463;169;-7;176;46;128;129;17;2806;379;101;39;1057;361;462;916
0;-102;65;16;11467;97;-292;389;39;-246;43;-246;300;46;9;49;126;30;108;30
0;-46;105;19;15207;220;-306;526;141;-134;141;-244;379;63;16;48;168;53;168;55
0;-33;98;30;7591;142;-179;321;64;-83;64;-129;697;78;39;21;225;131;225;172
0;-61;82;18;12358;149;-290;439;83;-172;86;-225;567;79;27;37;217;84;205;94
0;177;151;40;7804;351;-18;369;232;71;273;71;590;92;20;47;216;72;171;72
0;0;111;30;8053;192;-169;361;-96;-48;102;-104;697;75;41;18;209;134;194;198
0;-16;117;24;13480;225;-261;486;145;-87;145;-195;452;82;17;54;208;59;208;62
0;-91;92;17;15451;180;-356;536;95;-280;106;-286;310;55;7;60;146;28;134;31
0;108;122;30;9891;307;-99;406;209;-27;229;-27;949;112;34;37;324;113;318;113
0;58;164;41;7798;283;-113;396;-34;154;160;-42;348;46;13;33;129;50;61;117
0;-103;65;16;11759;103;-303;406;41;-254;44;-254;340;56;13;45;141;42;124;42
0;-83;111;21;15402;194;-331;525;88;-87;117;-274;198;34;6;51;88;23;86;35
0;46;161;38;9058;281;-141;422;138;-69;165;-69;219;30;10;33;77;32;67;32
0;31;124;26;11414;252;-211;463;169;-126;169;-126;703;105;16;53;300;63;300;63
0;-133;89;16;16005;149;-393;542;67;-330;70;-330;236;40;6;62;115;21;101;21
0;-156;82;15;15703;120;-402;522;43;-345;47;-345;174;35;4;67;90;14;78;14
0;-66;95;19;14313;180;-299;479;95;-76;118;-245;325;67;13;55;150;50;144;52
0;52;60;30;4805;158;-40;198;58;97;114;-7;3056;470;131;38;1150;444;491;851
0;-122;86;16;15610;150;-376;526;71;-313;77;-313;204;36;5;64;103;17;92;17
0;9;67;28;6063;145;-92;237;11;70;92;-59;1217;174;54;37;455;179;217;338
0;-107;86;16;15395;160;-363;523;79;-294;89;-299;248;42;8;55;114;27;107;28
0;-59;110;24;11989;169;-286;455;92;-128;92;-213;582;83;32;33;213;97;213;107
0;-127;89;16;15891;152;-386;538;71;-322;75;-322;228;39;5;62;113;19;100;19
0;22;118;27;10894;225;-202;427;153;-40;153;-125;448;83;16;64;229;53;229;60
0;98;116;29;9675;294;-94;388;197;-33;217;-33;874;91;45;21;273;160;260;160
0;-107;80;16;14639;152;-328;480;70;-230;84;-280;171;33;6;58;82;19;78;23
0;-29;107;23;11651;188;-267;455;105;-114;117;-187;1086;121;56;22;347;197;339;221
0;163;134;35;8434;346;-31;377;208;50;268;50;966;141;36;36;344;134;238;134
0;-58;88;19;12526;165;-289;454;89;-168;94;-224;580;74;30;31;209;94;201;110
0;-115;85;18;13621;145;-315;460;72;-266;72;-266;254;48;11;55;117;34;117;34
0;-65;111;21;15328;217;-309;526;132;-168;132;-255;325;52;13;48;143;43;143;51
0;-28;115;22;13762;217;-289;506;135;-109;135;-214;407;65;20;44;175;62;175;66
0;-70;128;23;14719;207;-328;535;116;-157;116;-258;249;54;7;74;139;22;139;29
0;-94;121;22;15034;190;-345;535;101;-195;101;-275;315;53;11;56;152;36;152;47
0;-64;129;23;14916;202;-339;541;118;-134;118;-259;319;76;8;81;185;27;185;31
0;-59;126;23;14553;200;-333;533;117;-132;117;-253;296;65;10;69;157;31;157;37
0;-53;118;22;14515;214;-301;515;131;-138;131;-236;353;68;12;63;174;39;174;49
0;219;171;54;4908;373;61;312;271;210;277;154;794;212;6;102;525;35;463;113
0;-78;96;18;14541;181;-335;516;96;-255;103;-267;416;61;14;47;174;47;166;50
0;4;102;29;8079;189;-152;341;-94;1;107;-101;815;96;43;22;265;147;209;251
0;55;112;28;9933;252;-142;394;-46;-23;176;-79;979;101;63;15;289;197;236;254
0;-71;96;20;13636;186;-287;473;114;-171;114;-225;310;49;13;48;133;42;133;49
0;-151;76;15;15075;112;-388;500;39;-334;43;-334;241;44;5;62;119;19;103;19
0;-153;84;16;15445;120;-394;514;42;-339;46;-339;133;28;2;73;74;8;64;8
0;155;187;48;7651;349;-38;387;245;149;255;58;241;51;4;77;138;15;113;43
0;55;103;24;10818;259;-158;417;177;-79;187;-92;829;79;53;13;237;168;231;186
0;-84;79;16;14311;158;-321;479;84;-207;97;-264;235;41;9;50;102;31;88;36
0;-25;105;22;12525;192;-276;468;114;-128;122;-198;697;97;22;42;267;85;239;99
0;-27;102;20;13535;210;-289;499;127;-194;139;-210;592;87;20;46;242;71;239;75
0;-16;112;22;13267;215;-282;497;142;-172;142;-198;449;80;16;53;206;57;206;60
0;222;87;36;5222;326;88;238;263;192;282;148;673;141;18;54;263;93;168;118
0;-114;92;19;13284;135;-342;477;53;-277;57;-277;272;48;8;55;122;28;111;28
0;28;167;40;8256;235;-175;410;134;-79;134;-79;415;74;11;57;189;43;189;43
0;-126;73;16;13503;117;-339;456;44;-288;52;-288;176;39;2;82;99;7;82;7
0;-76;128;23;15079;200;-345;545;112;-156;112;-271;231;60;5;91;146;16;146;20
0;-121;69;15;13757;116;-328;444;47;-284;57;-284;160;31;6;58;77;19;71;19
0;153;130;35;8332;333;-35;368;153;256;256;40;1296;140;79;19;401;270;270;291
0;-124;85;16;15046;141;-363;504;59;-303;70;-306;250;42;9;53;110;30;103;30
0;-112;73;16;13962;128;-323;451;56;-277;67;-277;185;33;7;54;84;22;79;22
0;174;179;46;7747;364;-21;385;262;174;273;74;213;45;3;77;121;15;101;32
0;-79;69;16;11684;116;-290;406;59;-236;59;-236;387;58;15;45;156;46;156;46
0;-119;81;16;13946;131;-349;480;55;-289;60;-289;233;43;4;66;116;16;101;18
0;18;106;25;10900;220;-196;416;148;-43;148;-129;475;76;20;45;204;69;204;87
0;20;136;34;9025;219;-173;392;130;-35;130;-100;584;111;18;66;295;66;295;77
0;-1;120;24;12984;231;-260;491;154;-155;154;-177;455;82;15;57;215;55;215;58
0;-1;113;22;13292;238;-271;509;159;-160;159;-185;607;88;20;46;254;77;254;77
0;142;133;33;9222;337;-63;400;193;18;257;18;1026;133;36;36;351;124;298;124
0;-115;78;16;14175;130;-333;463;62;-283;67;-283;177;32;6;61;85;20;72;20
0;-11;116;32;7761;178;-180;358;22;53;87;-108;716;83;46;18;212;155;186;193
0;67;119;25;11794;289;-171;460;211;-94;211;-94;651;93;18;49;264;56;264;56
0;28;111;27;10377;230;-181;411;157;-99;157;-111;990;110;56;21;315;182;315;196
0;29;143;37;7934;240;-137;377;63;-69;133;-69;651;85;36;26;225;127;176;127
0;28;132;34;8695;223;-165;388;134;-14;134;-89;518;58;23;26;173;77;173;122
0;206;133;42;6407;355;40;315;244;136;283;118;689;95;34;36;233;114;181;114
0;-55;89;19;12150;168;-283;451;88;-155;97;-215;632;85;33;37;242;100;231;107
0;132;133;34;8778;320;-66;386;180;12;240;12;1097;121;48;22;332;187;282;187
0;77;123;32;8920;267;-106;373;187;-32;187;-43;1140;120;64;17;343;217;343;220
0;-2;113;31;7915;191;-169;360;-95;-51;98;-102;668;73;39;18;193;132;185;184
0;157;128;33;8687;342;-35;377;204;42;266;42;892;141;30;40;329;113;244;113
0;-47;96;21;12302;173;-284;457;94;-197;106;-213;892;114;45;29;315;155;303;162
0;-110;63;16;11353;83;-306;389;27;-257;30;-257;484;70;23;39;192;73;175;73
0;-6;122;23;13579;232;-278;510;154;-80;154;-194;420;78;13;55;199;46;199;60
0;-50;100;18;14860;201;-328;529;131;-153;131;-250;366;55;15;43;149;52;149;57
0;76;118;30;9546;274;-117;391;174;-40;195;-52;1039;100;64;12;289;216;286;217
0;87;152;32;10851;327;-137;464;197;-56;225;-56;430;77;8;65;207;28;179;28
0;160;136;40;7350;323;-10;333;78;213;252;62;1396;166;75;20;433;265;320;392
0;31;165;42;7527;226;-158;384;121;-66;127;-66;532;84;24;42;212;81;211;81
0;116;89;27;8327;281;-40;321;98;9;222;9;1106;109;81;10;299;261;284;261
0;-40;109;20;14286;215;-306;521;120;-209;135;-234;481;75;16;49;205;53;204;58
0;2;121;24;12341;233;-252;485;138;-91;151;-167;843;103;36;31;296;132;286;141
0;-97;110;20;15496;189;-353;542;106;-206;106;-285;222;41;8;57;106;27;106;31
0;177;134;37;7984;370;17;353;93;210;282;79;166;23;3;41;56;17;43;50
0;194;106;38;6175;322;48;274;265;155;269;112;1595;173;85;19;499;315;479;394
0;-24;101;21;12674;195;-275;470;118;-124;128;-198;807;105;36;37;308;116;287;133
0;130;164;47;6622;300;-43;343;206;88;216;46;340;69;9;71;182;31;166;40
0;-125;79;15;15309;141;-369;510;63;-310;72;-311;210;37;7;58;99;22;92;22
0;-87;92;17;15346;177;-354;531;92;-275;105;-285;295;47;10;50;129;35;124;37
0;38;120;32;8361;225;-140;365;141;-6;141;-73;569;64;29;24;188;91;188;138
0;164;130;39;7224;325;-2;327;255;118;255;69;1172;129;73;18;359;234;359;287
0;-147;68;14;14976;120;-365;485;44;-321;53;-321;127;26;3;71;68;11;59;11
0;-67;76;18;11780;133;-284;417;71;-177;72;-223;475;69;22;39;184;67;174;70
0;-127;77;16;13707;120;-348;468;45;-292;52;-292;216;43;3;69;112;12;96;12
0;5;104;23;11427;220;-223;443;132;-79;145;-152;1074;128;59;24;356;185;350;215
0;-108;92;18;14219;161;-325;486;84;-268;84;-268;231;48;8;63;111;25;111;25
0;-124;66;15;12851;103;-327;430;39;-278;45;-278;205;38;4;67;103;14;85;14
0;-110;106;21;13750;154;-335;489;71;-209;71;-274;411;70;21;46;181;67;181;68
0;156;158;46;6507;356;14;342;76;240;240;76;563;103;1;83;279;8;8;279
0;98;112;27;10313;296;-109;405;224;-43;224;-43;931;109;33;33;313;124;313;124
0;-68;95;17;15121;188;-342;530;103;-253;118;-268;339;51;14;43;138;47;137;51
0;-88;68;16;11595;113;-290;403;52;-239;54;-239;314;52;12;46;131;38;116;38
0;-39;94;26;9583;155;-204;359;73;-48;88;-153;463;76;17;51;205;59;202;78
0;-150;84;16;15458;122;-392;514;44;-337;49;-337;139;29;3;75;76;9;66;9
0;-98;91;17;15533;179;-339;518;104;-219;104;-286;218;38;8;52;97;27;97;34
0;-113;58;15;10985;75;-295;370;22;-253;25;-253;443;65;16;45;179;56;156;56
0;-136;74;14;15262;131;-368;499;55;-317;63;-317;165;31;5;62;81;17;74;17
0;-91;94;18;15446;191;-325;516;91;-213;114;-273;255;41;12;40;98;37;95;45
0;-18;106;22;12584;204;-269;473;122;-116;132;-192;831;109;34;37;314;117;293;132
0;32;94;30;7509;198;-108;306;-20;32;128;-65;929;136;34;41;345;122;182;292
0;-101;83;16;14764;157;-341;498;76;-228;89;-282;275;46;12;48;119;39;104;44
0;-65;126;23;15208;216;-328;544;127;-154;127;-259;213;42;6;65;110;21;110;28
0;47;134;27;12168;284;-201;485;172;-120;195;-120;495;88;10;60;222;36;221;36
0;-9;118;23;13713;231;-282;513;154;-89;154;-197;391;67;16;49;173;49;173;61
0;-53;86;19;12489;154;-289;443;90;-163;93;-221;662;93;26;43;267;85;240;98
0;179;155;42;7460;349;-12;361;262;99;272;80;374;69;11;55;152;39;124;41
0;-34;107;20;14323;214;-307;521;140;-205;140;-228;496;76;18;48;208;61;208;69
0;-87;90;17;15346;175;-354;529;93;-275;105;-284;284;45;11;48;122;35;117;38
0;61;90;28;7944;226;-94;320;-12;135;160;-42;1347;148;90;18;430;276;280;404
0;-141;65;15;12071;77;-330;407;12;-285;19;-285;287;53;7;63;135;23;117;23
0;63;113;28;9454;257;-133;390;20;181;181;-64;1147;127;82;14;342;250;250;297
0;105;125;34;8707;289;-78;367;193;-13;213;-13;977;108;58;19;305;189;299;189
0;19;124;26;11843;247;-220;467;162;-46;162;-140;360;64;13;59;177;46;177;47
0;-27;100;28;8643;158;-198;356;-78;-36;83;-138;542;64;23;27;177;83;132;154
0;87;131;29;10807;304;-135;439;200;-57;222;-57;584;89;13;51;244;50;231;50
0;-28;118;23;14286;225;-288;513;144;-217;144;-217;426;77;16;53;197;56;197;56
0;80;116;32;8699;265;-96;361;168;-37;188;-37;1027;111;63;17;318;196;307;196
0;-134;81;16;14918;130;-365;495;50;-311;60;-311;232;40;7;54;105;26;98;27
0;116;116;29;9891;311;-87;398;217;-19;238;-19;960;112;37;29;313;137;293;137
0;2;116;23;13053;235;-258;493;157;-176;157;-176;464;72;17;50;203;61;203;61
0;58;170;41;8164;267;-141;408;155;-48;163;-48;377;63;13;47;157;48;155;48
0;47;154;37;9021;278;-136;414;89;-67;165;-67;276;33;14;24;87;46;77;46
0;168;136;41;7234;331;0;331;259;121;259;72;1193;128;70;18;360;232;360;299
0;-97;89;17;14863;163;-353;516;85;-282;87;-286;338;51;10;49;144;35;131;37
0;23;100;30;7562;194;-137;331;-24;18;118;-75;651;78;27;29;225;97;155;191
0;-34;115;21;14975;231;-306;537;147;-128;147;-234;318;49;16;37;125;50;125;56
0;-18;115;22;14027;226;-292;518;150;-103;150;-209;379;64;15;47;162;48;162;58
0;153;150;40;7949;355;-17;372;71;186;258;55;174;23;4;37;58;22;45;54
0;-60;118;21;16008;223;-327;550;142;-153;142;-264;199;31;6;49;85;23;85;34
0;-57;90;19;12052;167;-285;452;85;-157;93;-216;623;88;32;39;244;98;232;104
0;-59;85;18;12684;157;-296;453;89;-168;95;-228;671;91;31;38;259;101;243;108
0;-13;115;23;13230;219;-279;498;144;-169;144;-195;450;80;16;53;206;58;206;62
0;-110;70;16;12249;100;-319;419;39;-266;43;-266;418;62;18;42;169;58;154;58
0;-37;100;27;9344;150;-212;362;72;-93;84;-152;961;114;46;28;329;160;304;203
0;81;165;36;9533;320;-128;448;130;-42;205;-42;377;63;14;49;165;49;111;49
0;93;184;43;8064;321;-101;422;81;-8;199;-8;252;25;16;12;71;55;62;55
0;-14;115;22;14043;230;-290;520;155;-182;155;-207;509;81;19;50;220;63;220;69
0;-41;114;23;13821;213;-279;492;108;-120;134;-216;393;77;14;64;194;44;193;55
0;-65;71;18;10559;117;-260;377;60;-168;60;-206;367;56;16;41;147;52;147;57
0;126;114;32;8559;305;-47;352;234;25;234;13;1102;107;72;11;312;244;312;244
0;-127;78;16;14206;123;-359;482;50;-301;54;-301;254;44;4;63;124;18;106;18
0;82;167;35;10262;327;-146;473;157;-57;211;-57;249;29;13;21;77;45;63;45
0;32;139;31;10407;250;-192;442;159;-27;159;-107;384;70;14;56;179;48;179;49
0;24;71;31;5787;151;-78;229;27;46;102;-43;882;110;47;30;306;146;184;237
0;-9;91;28;8101;154;-164;318;-9;-14;96;-109;1346;164;64;29;459;224;353;310
0;86;123;35;8230;261;-89;350;169;98;188;-25;1276;129;85;13;371;276;364;286
0;-49;115;21;15213;222;-302;524;144;-138;144;-242;272;46;7;52;120;30;120;47
0;136;111;54;3371;242;40;202;94;176;180;94;675;135;2;86;351;10;14;351
0;-150;85;16;15652;126;-396;522;47;-339;51;-339;157;31;3;68;83;11;72;11
0;74;164;42;7562;296;-90;386;-15;168;174;-21;278;31;11;26;90;43;53;81
0;140;158;38;8929;345;-69;414;231;23;254;23;533;88;10;56;226;43;206;43
0;-102;90;16;15522;169;-364;533;86;-292;95;-297;284;50;7;60;135;26;123;28
0;-139;69;14;13895;110;-352;462;36;-304;46;-304;181;41;2;79;102;7;85;7
0;-53;105;19;15665;218;-333;551;123;-168;142;-258;276;41;12;38;108;40;103;51
0;-74;109;19;16033;216;-333;549;131;-183;131;-274;313;50;12;46;134;43;134;53
0;-59;83;18;12486;154;-291;445;88;-169;91;-224;591;82;27;38;229;86;215;96
0;-132;76;15;15289;137;-367;504;59;-314;67;-314;171;32;5;59;83;17;76;17
0;-75;95;17;15080;187;-342;529;99;-258;113;-271;355;58;11;51;156;41;153;44
0;54;134;33;9098;258;-147;405;147;-1;168;-65;395;71;15;51;163;52;157;54
0;-6;97;27;8574;173;-181;354;59;-9;102;-118;680;86;27;29;230;106;172;175
0;158;168;50;6259;331;-5;336;233;187;239;80;538;127;7;78;287;32;245;119
0;-58;85;19;11882;158;-279;437;83;-160;89;-214;571;75;29;36;218;90;206;102
0;183;145;42;6996;347;3;344;224;89;269;89;690;97;29;37;233;102;192;102
0;-98;92;17;15530;175;-362;537;91;-288;100;-293;305;54;7;60;145;27;131;30
0;11;147;40;7580;217;-150;367;40;-79;113;-79;548;68;31;25;188;104;152;104
0;-55;119;23;14389;212;-302;514;128;-138;128;-236;360;70;12;64;181;39;181;49
0;81;163;40;8226;290;-108;398;190;-21;190;-21;404;72;8;68;195;27;195;27
0;91;148;34;9920;307;-121;428;194;-38;218;-38;581;99;11;62;274;38;251;38
0;12;122;27;11478;226;-219;445;149;-55;149;-144;466;86;15;64;233;57;233;61
0;-14;103;20;14017;227;-283;510;156;-179;156;-207;537;83;16;49;227;62;227;65
0;66;119;25;11811;288;-176;464;209;-97;209;-97;718;108;18;53;302;56;302;56
0;-134;73;16;13276;107;-346;453;33;-293;41;-293;213;44;4;70;108;14;92;14
0;75;125;37;7100;266;-63;329;-9;165;167;-14;490;86;9;65;245;41;43;226
0;28;162;40;8158;242;-157;399;11;109;134;-74;520;52;35;10;142;123;126;125
0;-69;94;17;15176;191;-335;526;106;-187;120;-265;274;42;11;45;112;35;107;45
0;-119;68;16;11946;101;-309;410;33;-262;40;-262;241;52;4;71;126;14;111;14
0;-55;95;18;14048;189;-313;502;109;-227;117;-243;473;69;15;48;200;52;192;56
0;-114;80;17;13982;136;-325;461;64;-276;68;-276;214;37;7;60;102;24;82;24
0;-138;65;14;13113;98;-342;440;28;-293;37;-293;179;40;2;82;99;7;82;7
0;-14;112;23;13652;228;-256;484;150;-163;150;-194;451;82;16;53;206;59;206;61
0;141;150;36;9072;344;-66;410;233;22;256;22;571;97;11;52;232;53;201;53
0;41;154;38;8780;267;-138;405;82;-69;156;-69;338;37;20;17;100;65;90;65
0;-8;114;24;11790;217;-251;468;137;-94;137;-170;975;122;52;27;334;163;334;190
0;24;126;26;12330;258;-223;481;174;-144;174;-144;452;80;12;64;218;39;218;39
0;-70;116;21;15514;208;-329;537;127;-167;127;-266;194;32;6;53;89;21;89;30
0;-101;63;15;11692;104;-297;401;2;-251;44;-251;345;52;15;40;127;49;106;49
0;163;159;42;7840;344;-33;377;252;59;261;59;459;73;13;56;183;42;172;42
0;123;131;37;7829;292;-53;345;122;180;220;17;1384;138;88;12;380;294;356;345
0;156;139;40;7544;322;-22;344;72;212;250;55;1485;167;87;19;443;283;325;426
0;-57;112;20;15687;218;-317;535;142;-147;142;-257;236;38;7;49;103;29;103;44
0;4;85;22;9988;194;-188;382;121;-75;131;-128;1130;110;67;13;326;227;319;253
0;-51;105;19;14881;204;-330;534;130;-230;130;-251;385;60;14;46;165;52;165;56
0;-5;107;22;12392;218;-251;469;132;-98;145;-176;917;115;43;34;339;136;325;158
0;-15;115;23;13158;219;-273;492;140;-92;140;-195;434;70;20;47;193;63;193;69
0;-68;128;23;14890;211;-328;539;120;-156;120;-258;233;49;6;70;127;21;127;28
0;33;132;27;11781;270;-202;472;155;-125;179;-125;361;67;10;62;173;37;164;37
0;-23;110;21;14296;222;-301;523;150;-112;150;-218;378;63;14;46;160;50;160;56
0;73;120;27;11276;288;-153;441;211;-81;211;-81;740;109;16;53;305;56;305;56
0;-25;93;29;8142;151;-169;320;76;-42;85;-119;635;84;28;33;232;101;203;138
0;54;140;35;9112;281;-119;400;95;-60;175;-60;250;38;12;35;93;37;68;37
0;146;158;39;8561;344;-56;400;234;34;255;34;489;80;11;57;214;41;211;41
0;-53;102;19;14173;199;-313;512;110;-224;121;-243;463;68;16;47;193;52;188;57
0;75;120;27;10756;286;-147;433;206;-73;206;-73;827;102;25;41;301;89;301;89
0;-111;84;16;14911;147;-361;508;73;-296;74;-299;294;45;7;54;131;28;115;30
0;58;155;33;10645;298;-166;464;168;-82;194;-82;358;75;9;66;177;32;151;32
0;214;139;42;6476;366;42;324;263;141;290;124;624;90;23;41;214;92;174;97
0;-16;106;31;8127;163;-177;340;46;-66;87;-120;606;67;21;30;194;86;177;158
0;26;122;28;10564;230;-196;426;153;-36;153;-116;484;94;18;65;249;58;249;67
